43078.5201075877	43078.30013321826	43078.33894642565	43078.46065015274	43078.30013321826	43078.18210279814	43078.203252885134	43078.32482177104	43078.33894642565	43078.203252885134	43078.252188185	43078.3638208839	43078.46065015274	43078.32482177104	43078.3638208839	43078.51224093156
43083.61868755014	43080.69487053685	43080.7162715788	43080.84281802922	43080.69487053685	43079.30638030424	43079.31499164999	43079.440369743716	43080.7162715788	43079.31499164999	43079.34777916757	43079.46249200692	43080.84281802922	43079.440369743716	43079.46249200692	43079.61506993421
43078.73910576435	43078.46624452922	43078.467242753526	43078.63653685591	43078.46624452922	43078.32970891433	43078.3210802028	43078.49018771439	43078.467242753526	43078.3210802028	43078.33725860563	43078.491555857545	43078.63653685591	43078.49018771439	43078.491555857545	43078.69743187553
43078.40132493825	43078.30897116989	43078.32716148325	43078.49027194106	43078.30897116989	43078.24941701705	43078.24832835575	43078.411164044075	43078.32716148325	43078.24832835575	43078.289013289235	43078.42979518131	43078.49027194106	43078.411164044075	43078.42979518131	43078.62341859979
43080.38121838177	43079.68105543251	43080.28972266276	43080.4345198878	43079.68105543251	43079.18784702934	43079.60302848436	43079.74394876847	43080.28972266276	43079.60302848436	43080.23502231903	43080.35245511594	43080.4345198878	43079.74394876847	43080.35245511594	43080.51655322186
43089.47798112709	43086.16644028645	43089.28158239943	43089.519148824904	43086.16644028645	43083.813214007205	43086.007443481314	43086.21861413674	43089.28158239943	43086.007443481314	43089.13174299365	43089.331682701064	43089.519148824904	43086.21861413674	43089.331682701064	43089.58678659107
43078.77286745637	43078.58274059689	43078.67208421645	43078.8563009863	43078.58274059689	43078.45129390731	43078.491847671685	43078.67473511193	43078.67208421645	43078.491847671685	43078.61738466554	43078.76463424403	43078.8563009863	43078.67473511193	43078.76463424403	43078.97544873958
43078.49988702833	43078.42906387355	43078.40293654821	43078.621716602975	43078.42906387355	43078.385697802834	43078.34772728329	43078.56626155458	43078.40293654821	43078.34772728329	43078.35355823383	43078.54105324015	43078.621716602975	43078.56626155458	43078.54105324015	43078.800085664
43078.63995213843	43078.567167455105	43078.54929449486	43078.80141673579	43078.567167455105	43078.520909263076	43078.48882789803	43078.74067343841	43078.54929449486	43078.48882789803	43078.50316780664	43078.72391870769	43078.80141673579	43078.74067343841	43078.72391870769	43079.02519388279
43078.48909341539	43078.391216957796	43078.42499759069	43078.60251152835	43078.391216957796	43078.329579857134	43078.34437101842	43078.52175380249	43078.42499759069	43078.34437101842	43078.392892587435	43078.555868927906	43078.60251152835	43078.52175380249	43078.555868927906	43078.77250029474
43078.40856388158	43078.30088522358	43078.341832484846	43078.48972423426	43078.30088522358	43078.230675374005	43078.24805351552	43078.395679238354	43078.341832484846	43078.24805351552	43078.30756923373	43078.43693832253	43078.48972423426	43078.395679238354	43078.43693832253	43078.613496119564
43078.406447547095	43078.32827258264	43078.22172566483	43078.44460767852	43078.32827258264	43078.27965597286	43078.16021719273	43078.38237275455	43078.22172566483	43078.16021719273	43078.12405198685	43078.27677502403	43078.44460767852	43078.38237275455	43078.27677502403	43078.51765376685
43080.567021356095	43080.450286139225	43079.33831302487	43080.536142585814	43080.450286139225	43080.37958552252	43079.259880294114	43080.4528620776	43079.33831302487	43079.259880294114	43078.67424244273	43079.344608040265	43080.536142585814	43080.4528620776	43079.344608040265	43080.549613513096
43080.92807833964	43080.79087158461	43079.56589410826	43080.89694111783	43080.79087158461	43080.70200290569	43079.46693356458	43080.789759650404	43079.56589410826	43079.46693356458	43078.822822913935	43079.568047221095	43080.89694111783	43080.789759650404	43079.568047221095	43080.90464230396
43080.38182365734	43080.24772908242	43079.29839757389	43080.37076576602	43080.24772908242	43080.156818231066	43079.1932814757	43080.25733314446	43079.29839757389	43079.1932814757	43078.70469382159	43079.310904055674	43080.37076576602	43080.25733314446	43079.310904055674	43080.389613779684
43078.276132058665	43078.161420959455	43078.16375219821	43078.28827179358	43078.161420959455	43078.088296937814	43078.06835108502	43078.192275356676	43078.16375219821	43078.06835108502	43078.10484447523	43078.19489920575	43078.28827179358	43078.192275356676	43078.19489920575	43078.33208857199
43078.3649051323	43078.25114436411	43078.298074777216	43078.42868430152	43078.25114436411	43078.178820259935	43078.20292582021	43078.333344272985	43078.298074777216	43078.20292582021	43078.26436378378	43078.380487852075	43078.42868430152	43078.333344272985	43078.380487852075	43078.53755798043
43078.440036717766	43078.31054542575	43078.378329319785	43078.51259656932	43078.31054542575	43078.22549182821	43078.26399716886	43078.39801223626	43078.378329319785	43078.26399716886	43078.34680652688	43078.46599907568	43078.51259656932	43078.39801223626	43078.46599907568	43078.627308477
43078.35841977172	43078.258697690995	43078.26002745728	43078.41474336198	43078.258697690995	43078.193269304546	43078.1730000594	43078.32716901483	43078.26002745728	43078.1730000594	43078.20822036539	43078.32898479505	43078.41474336198	43078.32716901483	43078.32898479505	43078.50485020494
43078.31282126055	43078.20922411258	43078.232582103105	43078.36401365645	43078.20922411258	43078.14216536742	43078.14372519104	43078.274789793606	43078.232582103105	43078.14372519104	43078.190939104956	43078.2984674493	43078.36401365645	43078.274789793606	43078.2984674493	43078.450866990504
43078.35442098929	43078.2274172675	43078.2814114287	43078.399571300535	43078.2274172675	43078.14821831344	43078.178538017935	43078.296528401675	43078.2814114287	43078.178538017935	43078.24505283146	43078.350685855185	43078.399571300535	43078.296528401675	43078.350685855185	43078.49312789798
43078.352414973015	43078.240588754685	43078.2719813444	43078.40658812334	43078.240588754685	43078.17363755527	43078.18759128022	43078.32206652177	43078.2719813444	43078.18759128022	43078.23221018435	43078.3536827208	43078.40658812334	43078.32206652177	43078.3536827208	43078.516678005944
43078.29902742304	43078.18612503937	43078.21584258858	43078.33622818588	43078.18612503937	43078.1184418969	43078.130501358304	43078.25073066779	43078.21584258858	43078.130501358304	43078.174527066745	43078.28065701351	43078.33622818588	43078.25073066779	43078.28065701351	43078.42491712024
